942.9491;113.8769
882.9327;103.435
861.3299;108.2072
838.348;108.8691
870.5449;116.7823
862.2172;120.1251
874.4391;112.6399
870.8574;229.2877
840.6972;427.4128
853.3681;332.0716
846.1201;283.8566
858.4937;395.0325
559.6352;121.0137
16.2705;116.0029
9.9759;87.1683
13.4165;113.0132
8.3049;93.766
20.4127;104.3251
22.2619;103.6851
12.2345;103.5537
7.7606;104.0853
8.2919;114.5134
22.4844;94.7686
7.4388;104.6024
8.2628;87.2124
12.5522;100.1723
15.4589;101.4318
158.8055;13.8002
7.0907;2.1787
0.3445;0.1209
2.1934;0.9158
0.9451;2.6201
0.5862;0.4369
1.8723;0.5843
0.5122;2.2052
207.2272;2.5795
0.9824;0.7507
1.843;2.4616
0.7283;0.4431
0.7767;2.8125
18.9821;1.0693
0.426;0.1528
0.3069;0.1897
0.8708;0.1787
0.8646;0.4107
0.1271;0.0534
0.923;0.4479
0.2048;0.1177
0.4731;0.2363
0.4469;0.1247
0.7513;0.1446
0.0461;0.0515
0.1696;0.0629
2.6391;2.2126
14.922;94.6537
0.5244;0.3573
2.9532;1.2241
1.4079;1.4044
0.7548;1.1665
2.0554;1.2351
0.5827;2.8557
2.1066;0.7419
1.4147;2.6363
0.679;0.6956
0.5977;0.4003
50.8107;2.0851
1.9189;1.0158
1.9519;0.5547
12.8895;4.6974
0.4017;1.2786
0.3247;0.3295
3.9469;1.6111
1.4841;2.4939
3.8645;1.1285
6.0849;11.7028
3.9627;13.3207
1.0467;1.2017
13.7095;8.6218
19.5709;3.0767
3.0477;2.5547
3.6141;2.8605
3.8345;3.2769
0.2494;0.5103
1.1482;1.6237
0.5693;0.7282
3.7029;12.4745
1.4183;0.8156
1.0664;1.3945
0.1189;0.0743
1.9841;0.6577
0.6367;0.4278
0.7003;0.5297
0.7991;0.519
0.5511;0.3923
264.17;2.8809
0.2595;0.1568
1.356;0.8657
1.5559;1.4203
12.9119;5.3279
0.7117;0.736
1.128;0.4931
5.8722;4.3936
3.3186;2.6152
